CIG.C,Comp En De Mn Cemig ADS,,,
CBD,Companhia Brasileira de Distribuicao,1997,Consumer Services,Food Chains
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,2002,Public Utilities,Water Supply
ELP,Companhia Paranaense de Energia (COPEL),,Public Utilities,Electric Utilities: Central
CCU,"Compania Cervecerias Unidas, S.A.",,Consumer Non-Durables,Beverages (Production/Distribution)
CODI,Compass Diversified Holdings,2006,Consumer Durables,Home Furnishings
CODI^A,Compass Diversified Holdings,,,
CMP,"Compass Minerals International, Inc.",2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CRK,"Comstock Resources, Inc.",,Energy,Oil & Gas Production
CAG,"ConAgra Brands, Inc.",,Consumer Non-Durables,Packaged Foods
CXO,Concho Resources Inc.,2007,Energy,Oil & Gas Production
CCM,Concord Medical Services Holdings Limited,2009,Health Care,Medical/Nursing Services
CNDT,Conduent Incorporated,2016,Miscellaneous,Business Services
COP,ConocoPhillips,,Energy,Integrated oil Companies
CCR,CONSOL Coal Resources LP,2015,Energy,Coal Mining
ED,Consolidated Edison Inc,,Public Utilities,Power Generation
STZ,Constellation Brands Inc,,Consumer Non-Durables,Beverages (Production/Distribution)
STZ.B,Constellation Brands Inc,,,
CSTM,Constellium N.V.,2013,Basic Industries,Metal Fabrications
TCS,Container Store (The),2013,Consumer Services,Home Furnishings
CBPX,"Continental Building Products, Inc.",2014,Capital Goods,Building Materials
CLR,"Continental Resources, Inc.",2007,Energy,Oil & Gas Production
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",2013,Transportation,Air Freight/Delivery Services
CVG,Convergys Corporation,1998,Technology,EDP Services
CTB,Cooper Tire & Rubber Company,,Consumer Durables,Automotive Aftermarket
CPS,Cooper-Standard Holdings Inc.,,Capital Goods,Auto Parts:O.E.M.
CPA,"Copa Holdings, S.A.",2005,Transportation,Air Freight/Delivery Services
CLB,Core Laboratories N.V.,1995,Energy,Oilfield Services/Equipment
CXW,"CoreCivic, Inc.",,Consumer Services,Real Estate Investment Trusts
CLGX,"CoreLogic, Inc.",,Technology,EDP Services
CORR,"CorEnergy Infrastructure Trust, Inc.",,Consumer Services,Real Estate Investment Trusts
CORR^A,"CorEnergy Infrastructure Trust, Inc.",,,
COR,CoreSite Realty Corporation,2010,Consumer Services,Real Estate Investment Trusts
GLW,Corning Incorporated,,Basic Industries,Telecommunications Equipment
CAAP,Corporacion America Airports SA,2018,Transportation,Aerospace
GYC,Corporate Asset Backed Corp CABCO,,Finance,Finance: Consumer Services
CCT,"Corporate Capital Trust, Inc.",2017,,
OFC,Corporate Office Properties Trust,,Consumer Services,Real Estate Investment Trusts
CZZ,Cosan Limited,,Consumer Non-Durables,Specialty Foods
CMRE,Costamare Inc.,2010,Transportation,Marine Transportation
CMRE^B,Costamare Inc.,,,
CMRE^C,Costamare Inc.,,,
CMRE^D,Costamare Inc.,,,
CMRE^E,Costamare Inc.,,,
COTV,"Cotiviti Holdings, Inc.",2016,Miscellaneous,Business Services
COT,Cott Corporation,,Consumer Non-Durables,Beverages (Production/Distribution)
COTY,Coty Inc.,2013,Consumer Non-Durables,Package Goods/Cosmetics
CFC^B,Countrywide Financial Corporation,,,
CUZ,Cousins Properties Incorporated,,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation,,Basic Industries,Electric Utilities: Central
CPF,CPB Inc.,,Finance,Major Banks
CPL,CPFL Energia S.A.,2004,Public Utilities,Electric Utilities: Central
CR,Crane Company,,Capital Goods,Metal Fabrications
CRD.A,Crawford & Company,,,
CRD.B,Crawford & Company,,,
BAP,Credicorp Ltd.,,Finance,Commercial Banks
CS,Credit Suisse Group,,Finance,Investment Bankers/Brokers/Service
CPG,Crescent Point Energy Corporation,,Energy,Oil & Gas Production
CEQP,Crestwood Equity Partners LP,,Consumer Services,Other Consumer Services
CRH,CRH PLC,,Capital Goods,Building Materials
CRT,Cross Timbers Royalty Trust,1992,Energy,Oil & Gas Production
CAPL,CrossAmerica Partners LP,2012,Energy,Oil Refining/Marketing
CCI,Crown Castle International Corporation,,Consumer Services,Real Estate Investment Trusts
CCI^A,Crown Castle International Corporation,,,
CCK,"Crown Holdings, Inc.",,Consumer Durables,Containers/Packaging
CRY,"CryoLife, Inc.",,Health Care,Medical/Dental Instruments
CSRA,CSRA Inc.,2015,Technology,EDP Services
CSS,"CSS Industries, Inc.",,Consumer Services,Consumer: Greeting Cards
CTS,CTS Corporation,,Technology,Electrical Products
CUBE,CubeSmart,,Consumer Services,Real Estate Investment Trusts
CUB,Cubic Corporation,,Capital Goods,Industrial Machinery/Components
CFR,"Cullen/Frost Bankers, Inc.",,Finance,Major Banks
CFR^A,"Cullen/Frost Bankers, Inc.",,,
CULP,"Culp, Inc.",,Basic Industries,Textiles
CMI,Cummins Inc.,,Energy,Industrial Machinery/Components
CURO,CURO Group Holdings Corp.,2017,Finance,Finance: Consumer Services
CW,Curtiss-Wright Corporation,,Technology,Industrial Machinery/Components
SRF,Cushing Energy Income Fund (The),2012,,
SRV,Cushing MLP & Infrastructure Total Return Fund,,,
SZC,Cushing Renaissance Fund (The),2012,,
SZC~,Cushing Renaissance Fund (The),,,
CUBI,"Customers Bancorp, Inc",,Finance,Major Banks
CUBI^C,"Customers Bancorp, Inc",,,
CUBI^D,"Customers Bancorp, Inc",,,
CUBI^E,"Customers Bancorp, Inc",,,
CUBI^F,"Customers Bancorp, Inc",,,
CUBS,"Customers Bancorp, Inc",,Finance,Major Banks
CVI,CVR Energy Inc.,2007,Energy,Integrated oil Companies
UAN,"CVR Partners, LP",2011,Basic Industries,Agricultural Chemicals
CVRR,"CVR Refining, LP",2013,Energy,Integrated oil Companies
CVS,CVS Health Corporation,,Health Care,Medical/Nursing Services
CELP,"Cypress Energy Partners, L.P.",2014,Energy,Oilfield Services/Equipment
CYS,"CYS Investments, Inc.",2009,Consumer Services,Real Estate Investment Trusts
CYS^A,"CYS Investments, Inc.",,,
CYS^B,"CYS Investments, Inc.",,,
DHI,"D.R. Horton, Inc.",,Capital Goods,Homebuilding
DAN,Dana Incorporated,,Capital Goods,Auto Parts:O.E.M.
DHR,Danaher Corporation,,Capital Goods,Industrial Machinery/Components
DAC,Danaos Corporation,2006,Transportation,Marine Transportation
DQ,DAQO New Energy Corp.,2010,Technology,Semiconductors
DRI,"Darden Restaurants, Inc.",,Consumer Services,Restaurants
DAR,Darling Ingredients Inc.,,Consumer Non-Durables,Packaged Foods
DVA,DaVita Inc.,,Health Care,Hospital/Nursing Management
DCP,DCP Midstream LP,,Public Utilities,Natural Gas Distribution
DCT,DCT Industrial Trust Inc,2006,Consumer Services,Real Estate Investment Trusts
DDR,DDR Corp.,1993,Consumer Services,Real Estate Investment Trusts
DDR^A,DDR Corp.,,,
DDR^J,DDR Corp.,,,
DDR^K,DDR Corp.,,,
DF,Dean Foods Company,,Consumer Non-Durables,Packaged Foods
DECK,Deckers Outdoor Corporation,1993,Consumer Non-Durables,Shoe Manufacturing
DE,Deere & Company,,Capital Goods,Industrial Machinery/Components
DEX,Delaware Enhanced Global Dividend,2007,,
DDF,"Delaware Investments Dividend & Income Fund, Inc.",1993,,
DKL,"Delek Logistics Partners, L.P.",2012,Energy,Natural Gas Distribution
DK,"Delek US Holdings, Inc.",2017,Energy,Integrated oil Companies
DVMT,Dell Technologies Inc.,,Technology,Computer Manufacturing
DLPH,Delphi Technologies PLC,2017,Capital Goods,Auto Parts:O.E.M.
DAL,"Delta Air Lines, Inc.",,Transportation,Air Freight/Delivery Services
DLX,Deluxe Corporation,,Consumer Durables,Publishing
DNR,Denbury Resources Inc.,,Energy,Oil & Gas Production
DESP,"Despegar.com, Corp.",2017,Consumer Services,Transportation Services
DKT,Deutsch Bk Contingent Cap Tr V,,Finance,Major Banks
DB,Deutsche Bank AG,,Finance,Major Banks
DXB,Deutsche Bank AG,,Finance,Major Banks
DVN,Devon Energy Corporation,,Energy,Oil & Gas Production
DHX,"DHI Group, Inc.",2007,Miscellaneous,Business Services
DHT,"DHT Holdings, Inc.",2005,Transportation,Marine Transportation
DEO,Diageo plc,,Consumer Non-Durables,Beverages (Production/Distribution)
DO,"Diamond Offshore Drilling, Inc.",1995,Energy,Oil & Gas Production
DRH,Diamondrock Hospitality Company,2005,Consumer Services,Real Estate Investment Trusts
DSX,Diana Shipping inc.,2005,Transportation,Marine Transportation
DSX^B,Diana Shipping inc.,,,
DSXN,Diana Shipping inc.,2015,Transportation,Marine Transportation
DKS,Dick&#39;s Sporting Goods Inc,2002,Consumer Services,Other Specialty Stores
DBD,Diebold Nixdorf Incorporated,,Miscellaneous,Office Equipment/Supplies/Services
DLR,"Digital Realty Trust, Inc.",2004,Consumer Services,Real Estate Investment Trusts
DLR^C,"Digital Realty Trust, Inc.",,,
DLR^G,"Digital Realty Trust, Inc.",,,
DLR^H,"Digital Realty Trust, Inc.",,,
DLR^I,"Digital Realty Trust, Inc.",,,
DLR^J,"Digital Realty Trust, Inc.",,,
DDS,"Dillard&#39;s, Inc.",,Consumer Services,Department/Specialty Retail Stores
DDT,"Dillard&#39;s, Inc.",,Consumer Services,Department/Specialty Retail Stores
DIN,"Dine Brands Global, Inc.",,Consumer Services,Restaurants
DPLO,"Diplomat Pharmacy, Inc.",2014,Health Care,Medical/Nursing Services
DFS,Discover Financial Services,,Finance,Finance: Consumer Services
DHCP,Ditech Holding Corporation,2018,Finance,Finance: Consumer Services
DNI,Dividend and Income Fund,,,
DLB,Dolby Laboratories,2005,Miscellaneous,Multi-Sector Companies
DG,Dollar General Corporation,2009,Consumer Services,Department/Specialty Retail Stores
DM,"Dominion Energy Midstream Partners, LP",2014,Public Utilities,Natural Gas Distribution
D,"Dominion Energy, Inc.",,Public Utilities,Electric Utilities: Central
DCUD,"Dominion Energy, Inc.",2016,Public Utilities,Electric Utilities: Central
DRUA,"Dominion Energy, Inc.",2016,Public Utilities,Electric Utilities: Central
DPZ,Domino&#39;s Pizza Inc,2004,Consumer Non-Durables,Food Distributors
UFS,Domtar Corporation,,Basic Industries,Paper
DCI,"Donaldson Company, Inc.",,Capital Goods,Pollution Control Equipment
DFIN,"Donnelley Financial Solutions, Inc.",2016,Consumer Services,Other Consumer Services
LPG,Dorian LPG Ltd.,2014,Transportation,Marine Transportation
DSL,DoubleLine Income Solutions Fund,2013,,
DBL,DoubleLine Opportunistic Credit Fund,2012,,
PLOW,"Douglas Dynamics, Inc.",2010,Capital Goods,Construction/Ag Equipment/Trucks
DEI,"Douglas Emmett, Inc.",2006,Consumer Services,Real Estate Investment Trusts
DOV,Dover Corporation,,Technology,Industrial Machinery/Components
DDE,Dover Downs Gaming & Entertainment Inc,,Consumer Services,Services-Misc. Amusement & Recreation
DVD,"Dover Motorsports, Inc.",1996,Consumer Services,Services-Misc. Amusement & Recreation
DWDP,DowDuPont Inc.,2017,Basic Industries,Major Chemicals
DPS,"Dr Pepper Snapple Group, Inc",,Consumer Non-Durables,Beverages (Production/Distribution)
RDY,Dr. Reddy&#39;s Laboratories Ltd,,Health Care,Major Pharmaceuticals
DRD,DRDGOLD Limited,,Basic Industries,Precious Metals
DCF,Dreyfus Alcentra,2017,,
DHF,Dreyfus High Yield Strategies Fund,1998,,
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",2013,,
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",1989,,
LEO,"Dreyfus Strategic Municipals, Inc.",1987,,
DRQ,"Dril-Quip, Inc.",1997,Energy,Metal Fabrications
DS,Drive Shack Inc.,,Consumer Services,Real Estate Investment Trusts
DS^B,Drive Shack Inc.,,,
DS^C,Drive Shack Inc.,,,
DS^D,Drive Shack Inc.,,,
DST,"DST Systems, Inc.",1995,Technology,EDP Services
DSW,DSW Inc.,2005,Consumer Services,Clothing/Shoe/Accessory Stores
DTE,DTE Energy Company,,Public Utilities,Electric Utilities: Central
DTJ,DTE Energy Company,2016,Public Utilities,Electric Utilities: Central
DTQ,DTE Energy Company,,Public Utilities,Electric Utilities: Central
DTV,DTE Energy Company,2016,Public Utilities,Electric Utilities: Central
DTW,DTE Energy Company,2017,Public Utilities,Electric Utilities: Central
DTY,DTE Energy Company,2016,Public Utilities,Electric Utilities: Central
DCO,Ducommun Incorporated,,Capital Goods,Military/Government/Technical
DPG,Duff & Phelps Global Utility Income Fund Inc.,2011,,
DSE,Duff & Phelps Select Energy MLP Fund Inc.,2014,,
DNP,"Duff & Phelps Utilities Income, Inc.",1987,,
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",1991,,
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",1993,,
DUK,Duke Energy Corporation,,Public Utilities,Power Generation
DUKH,Duke Energy Corporation,,Public Utilities,Power Generation
DRE,Duke Realty Corporation,,Consumer Services,Real Estate Investment Trusts
DNB,Dun & Bradstreet Corporation (The),,Finance,Finance: Consumer Services
DHG,"DWS High Income Opportunities Fund, Inc.",2006,,
DXC,DXC Technology Company,,Technology,EDP Services
DY,"Dycom Industries, Inc.",,Basic Industries,Water Supply
DLNG,Dynagas LNG Partners LP,,Consumer Services,Marine Transportation
DLNG^A,Dynagas LNG Partners LP,,,
DYN,Dynegy Inc.,,Public Utilities,Electric Utilities: Central
DYN.WS.A,Dynegy Inc.,,,
DYNC,Dynegy Inc.,2016,Public Utilities,Electric Utilities: Central
DX,"Dynex Capital, Inc.",,Consumer Services,Real Estate Investment Trusts
DX^A,"Dynex Capital, Inc.",,,
DX^B,"Dynex Capital, Inc.",,,
DD^A,E.I. du Pont de Nemours and Company,,Basic Industries,Major Chemicals
DD^B,E.I. du Pont de Nemours and Company,,Basic Industries,Major Chemicals
ELF,"e.l.f. Beauty, Inc.",2016,Consumer Non-Durables,Package Goods/Cosmetics
SSP,E.W. Scripps Company (The),,Consumer Services,Broadcasting
EGIF,Eagle Growth and Income Opportunities Fund,2015,,
EXP,Eagle Materials Inc,,Capital Goods,Building Materials
ECC           ,Eagle Point Credit Company Inc.,2014,,
ECCA,Eagle Point Credit Company Inc.,2015,,
ECCB,Eagle Point Credit Company Inc.,2016,,
ECCY,Eagle Point Credit Company Inc.,2017,,
ECCZ,Eagle Point Credit Company Inc.,2015,,
ESTE,"Earthstone Energy, Inc.",,Energy,Oil & Gas Production
DEA,"Easterly Government Properties, Inc.",2015,Consumer Services,Real Estate Investment Trusts
EGP,"EastGroup Properties, Inc.",,Consumer Services,Real Estate Investment Trusts
EMN,Eastman Chemical Company,,Basic Industries,Major Chemicals
KODK,Eastman Kodak Company,,Miscellaneous,Industrial Machinery/Components
KODK.WS,Eastman Kodak Company,,,
KODK.WS.A,Eastman Kodak Company,,,
ETN,"Eaton Corporation, PLC",,Technology,Industrial Machinery/Components
ETV,Eaton Vance Corporation,2005,,
ETW,Eaton Vance Corporation,2005,,
EV,Eaton Vance Corporation,,Finance,Investment Managers
EOI,Eaton Vance Enhance Equity Income Fund,2004,,
EOS,Eaton Vance Enhanced Equity Income Fund II,2005,,
EFT,Eaton Vance Floating Rate Income Trust,2004,,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,2017,,
EFF,Eaton vance Floating-Rate Income Plus Fund,2013,,
EHT,Eaton Vance High Income 2021 Target Term Trust,2016,,
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,2013,,
EOT,Eaton Vance Municipal Income Trust,2009,,
EVN,Eaton Vance Municipal Income Trust,1999,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,2007,,
EFR,Eaton Vance Senior Floating-Rate Fund,2003,,
EVF,Eaton Vance Senior Income Trust,1998,,
EVG,Eaton Vance Short Diversified Income Fund,2005,,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,2003,,
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,2004,,
EXD,Eaton Vance Tax-Advantaged Bond,2010,,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,2004,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,2005,,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,2006,,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,2007,,
ECT,ECA Marcellus Trust I,2010,Energy,Oil & Gas Production
ECR,Eclipse Resources Corporation,2014,Energy,Oil & Gas Production
ECL,Ecolab Inc.,,Basic Industries,Package Goods/Cosmetics
EC,Ecopetrol S.A.,,Energy,Oil & Gas Production
EIX,Edison International,,Public Utilities,Electric Utilities: Central
EDR,Education Realty Trust Inc.,2005,Consumer Services,Real Estate Investment Trusts
EW,Edwards Lifesciences Corporation,,Health Care,Industrial Specialties
EHIC,eHi Car Services Limited,2014,Consumer Services,Rental/Leasing Companies
EP^C,El Paso Corporation,,Public Utilities,Natural Gas Distribution
EE,El Paso Electric Company,,Public Utilities,Electric Utilities: Central
EGO,Eldorado Gold Corporation,,Basic Industries,Precious Metals
ELVT,"Elevate Credit, Inc.",2017,Finance,Finance: Consumer Services
LLY,Eli Lilly and Company,,Health Care,Major Pharmaceuticals
ELLI,"Ellie Mae, Inc.",2011,Technology,Computer Software: Prepackaged Software
EFC,Ellington Financial LLC,2010,Finance,Real Estate
EARN,Ellington Residential Mortgage REIT,2013,Consumer Services,Real Estate Investment Trusts
AKO.A,Embotelladora Andina S.A.,,,
AKO.B,Embotelladora Andina S.A.,,,
ERJ,Embraer-Empresa Brasileira de Aeronautica,2000,Capital Goods,Aerospace
EME,"EMCOR Group, Inc.",,Capital Goods,Engineering & Construction
EEX,"Emerald Expositions Events, Inc.",2017,Miscellaneous,Business Services
EMES,Emerge Energy Services LP,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
EBS,"Emergent Biosolutions, Inc.",2006,Health Care,Major Pharmaceuticals
EMR,Emerson Electric Company,,Energy,Consumer Electronics/Appliances
ESRT,"Empire State Realty Trust, Inc.",2013,Consumer Services,Real Estate Investment Trusts
EIG,Employers Holdings Inc,2007,Finance,Property-Casualty Insurers
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),2007,Public Utilities,Electric Utilities: Central
ENBL,"Enable Midstream Partners, LP",2014,Public Utilities,Natural Gas Distribution
EEQ,Enbridge Energy Management LLC,2002,Energy,Oil & Gas Production
EEP,"Enbridge Energy, L.P.",,Energy,Natural Gas Distribution
ENB,Enbridge Inc,,Energy,Natural Gas Distribution
ECA,Encana Corporation,,Energy,Oil & Gas Production
EHC,Encompass Health Corporation,,Health Care,Hospital/Nursing Management
EXK,Endeavour Silver Corporation,,Basic Industries,Precious Metals
NDRO,Enduro Royalty Trust,2011,Energy,Oil & Gas Production
ENIA,Enel Americas S.A.,,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A.,2016,Public Utilities,Electric Utilities: Central
EOCC,Enel Generacion Chile S.A.,,Public Utilities,Electric Utilities: Central
EGN,Energen Corporation,,Energy,Oil & Gas Production
ENR,"Energizer Holdings, Inc.",2015,Miscellaneous,Industrial Machinery/Components
EPC,"Energizer Holdings, Inc.",,Consumer Non-Durables,Package Goods/Cosmetics
ETE,"Energy Transfer Equity, L.P.",2006,Public Utilities,Natural Gas Distribution
ETP,"Energy Transfer Partners, L.P.",,Energy,Natural Gas Distribution
ERF,Enerplus Corporation,,Energy,Oil & Gas Production
ENS,Enersys,2004,Consumer Non-Durables,Telecommunications Equipment
EGL,"Engility Holdings, Inc.",2015,Consumer Services,Military/Government/Technical
E,ENI S.p.A.,,Energy,Oil & Gas Production
ENLK,"EnLink Midstream Partners, LP",,Public Utilities,Natural Gas Distribution
ENLC,"EnLink Midstream, LLC",,Public Utilities,Natural Gas Distribution
EBF,"Ennis, Inc.",,Consumer Services,Office Equipment/Supplies/Services
ENVA,"Enova International, Inc.",2014,Finance,Finance: Consumer Services
NPO,EnPro Industries,,Basic Industries,Metal Fabrications
ESV,ENSCO plc,,Energy,Oil & Gas Production
ETM,Entercom Communications Corporation,1999,Consumer Services,Broadcasting
EAB,"Entergy Arkansas, Inc.",,Public Utilities,Electric Utilities: Central
EAE,"Entergy Arkansas, Inc.",2013,Public Utilities,Electric Utilities: Central
EAI,"Entergy Arkansas, Inc.",2016,Public Utilities,Electric Utilities: Central
ETR,Entergy Corporation,,Public Utilities,Electric Utilities: Central
ELC,"Entergy Louisiana, Inc.",2016,Public Utilities,Electric Utilities: Central
ELJ,"Entergy Louisiana, Inc.",,Public Utilities,Electric Utilities: Central
ELU,"Entergy Louisiana, Inc.",,Public Utilities,Electric Utilities: Central
EMP,"Entergy Mississippi, Inc.",2016,Public Utilities,Electric Utilities: Central
ENJ,"Entergy New Orleans, LLC",,Public Utilities,Power Generation
ENO,"Entergy New Orleans, LLC",2016,Public Utilities,Power Generation
EZT,Entergy Texas Inc,2014,Public Utilities,Electric Utilities: Central
EPD,Enterprise Products Partners L.P.,,Public Utilities,Natural Gas Distribution
EVC,Entravision Communications Corporation,2000,Consumer Services,Broadcasting
ENV,"Envestnet, Inc",2010,Miscellaneous,Business Services
EVHC,Envision Healthcare Corporation,2016,Health Care,Medical/Nursing Services
EVA,"Enviva Partners, LP",2015,Basic Industries,Forest Products
ENZ,"Enzo Biochem, Inc.",,Health Care,Medical Specialities
EOG,"EOG Resources, Inc.",,Energy,Oil & Gas Production
EPE,EP Energy Corporation,2014,Energy,Oil & Gas Production
EPAM,"EPAM Systems, Inc.",2012,Technology,EDP Services
EPR,EPR Properties,1997,Consumer Services,Real Estate Investment Trusts
EPR^C,EPR Properties,,,
EPR^E,EPR Properties,,,
EPR^G,EPR Properties,,,
EQT,EQT Corporation,,Energy,Oil & Gas Production
EQGP,"EQT GP Holdings, LP",2015,Public Utilities,Natural Gas Distribution
EQM,"EQT Midstream Partners, LP",2012,Public Utilities,Natural Gas Distribution
EFX,"Equifax, Inc.",,Finance,Finance: Consumer Services
EQC,Equity Commonwealth,,Consumer Services,Real Estate Investment Trusts
EQC^D,Equity Commonwealth,,,
ELS,"Equity Lifestyle Properties, Inc.",,Consumer Services,Real Estate Investment Trusts
EQR,Equity Residential,,Consumer Services,Real Estate Investment Trusts
EQS,"Equus Total Return, Inc.",,,
ERA,"Era Group, Inc.",,Transportation,Transportation Services
EROS,Eros International PLC,2013,Consumer Services,Movies/Entertainment
ESE,ESCO Technologies Inc.,,Consumer Durables,Telecommunications Equipment
ESNT,Essent Group Ltd.,2013,Finance,Property-Casualty Insurers
ESS,"Essex Property Trust, Inc.",1994,Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",1995,Consumer Non-Durables,Package Goods/Cosmetics
ESL,Esterline Technologies Corporation,,Capital Goods,Industrial Machinery/Components
ETH,Ethan Allen Interiors Inc.,1993,Consumer Durables,Home Furnishings
EURN,Euronav NV,2015,Transportation,Marine Transportation
EEA,"European Equity Fund, Inc. (The)",,,
EVR,Evercore Inc.,2006,Finance,Investment Managers
RE,"Everest Re Group, Ltd.",,Finance,Property-Casualty Insurers
EVRI,Everi Holdings Inc.,,Finance,Finance: Consumer Services
ES,Eversource Energy,,Public Utilities,Electric Utilities: Central
EVTC,"Evertec, Inc.",2013,Technology,EDP Services
EVH,"Evolent Health, Inc",2015,Consumer Services,Other Consumer Services
AQUA,Evoqua Water Technologies Corp.,2017,Technology,Industrial Machinery/Components
EXC,Exelon Corporation,,Public Utilities,Power Generation
EXPR,"Express, Inc.",2010,Consumer Services,Clothing/Shoe/Accessory Stores
STAY,"Extended Stay America, Inc.",2013,Consumer Services,Hotels/Resorts
EXTN,Exterran Corporation,2015,Technology,Diversified Commercial Services
EXR,Extra Space Storage Inc,2004,Consumer Services,Real Estate Investment Trusts
XOM,Exxon Mobil Corporation,,Energy,Integrated oil Companies
FNB,F.N.B. Corporation,,Finance,Major Banks
FNB^E,F.N.B. Corporation,,,
FN,Fabrinet,2010,Public Utilities,Telecommunications Equipment
FDS,FactSet Research Systems Inc.,1996,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,,Miscellaneous,Business Services
FMSA,Fairmount Santrol Holdings Inc.,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SFUN,Fang Holdings Limited,2010,Technology,EDP Services
FPI,Farmland Partners Inc.,2014,Consumer Services,Real Estate Investment Trusts
FPI^B,Farmland Partners Inc.,,,
FBK,FB Financial Corporation,2016,Finance,Major Banks
FFG,"FBL Financial Group, Inc.",1996,Finance,Life Insurance
FCB,"FCB Financial Holdings, Inc.",2014,Finance,Major Banks
AGM,Federal Agricultural Mortgage Corporation,,Finance,Finance Companies
AGM.A,Federal Agricultural Mortgage Corporation,,,
AGM^A,Federal Agricultural Mortgage Corporation,,,
AGM^B,Federal Agricultural Mortgage Corporation,,,
AGM^C,Federal Agricultural Mortgage Corporation,,,
FRT,Federal Realty Investment Trust,,Consumer Services,Real Estate Investment Trusts
FRT^C,Federal Realty Investment Trust,,,
FSS,Federal Signal Corporation,,Capital Goods,Auto Manufacturing
FII,"Federated Investors, Inc.",1998,Finance,Investment Managers
FMN,Federated Premier Municipal Income Fund,2002,,
FDX,FedEx Corporation,,Transportation,Air Freight/Delivery Services
RACE,Ferrari N.V.,2015,Capital Goods,Auto Manufacturing
FGP,"Ferrellgas Partners, L.P.",1994,Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,,Basic Industries,Paints/Coatings
FG,FGL Holdings,2017,Finance,Life Insurance
FG.WS,FGL Holdings,,,
FCAU,Fiat Chrysler Automobiles N.V.,2014,Capital Goods,Auto Manufacturing
FBR,Fibria Celulose S.A.,1997,Basic Industries,Paper
FNF,"Fidelity National Financial, Inc.",2014,Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",,Miscellaneous,Business Services
FMO,Fiduciary/Claymore MLP Opportunity Fund,2004,,
FAC,First Acceptance Corporation,,Finance,Property-Casualty Insurers
FAF,First American Corporation (The),,Finance,Specialty Insurers
FBP,First BanCorp.,,Finance,Major Banks
FCFS,"First Cash, Inc.",1991,Consumer Services,Other Specialty Stores
FCF,First Commonwealth Financial Corporation,,Finance,Major Banks
FDC,First Data Corporation,2015,Miscellaneous,Business Services
FHN,First Horizon National Corporation,,Finance,Major Banks
FHN^A,First Horizon National Corporation,,,
FR,"First Industrial Realty Trust, Inc.",1994,Consumer Services,Real Estate Investment Trusts
AG,First Majestic Silver Corp.,,Basic Industries,Precious Metals
FRC,FIRST REPUBLIC BANK,,,
FRC^D,FIRST REPUBLIC BANK,,,
FRC^E,FIRST REPUBLIC BANK,,,
FRC^F,FIRST REPUBLIC BANK,,,
FRC^G,FIRST REPUBLIC BANK,,,
FRC^H,FIRST REPUBLIC BANK,,,
FFA,First Trust,2004,,
FMY,First Trust,2005,,
FDEU,First Trust Dynamic Europe Equity Income Fund,2015,,
FIF,First Trust Energy Infrastructure Fund,2011,,
FSD,First Trust High Income Long Short Fund,2010,,
FPF,First Trust Intermediate Duration Preferred & Income Fund,2013,,
FEI           ,First Trust MLP and Energy Income Fund,2012,,
FPL,First Trust New Opportunities MLP & Energy Fund,2014,,
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,2016,,
FCT,First Trust Senior Floating Rate Income Fund II,2004,,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,2007,,
FHY,First Trust Strategic High Income Fund II,,,
FEO,First Trust/Aberdeen Emerging Opportunity Fund,,,
FAM,First Trust/Aberdeen Global Opportunity Income Fund,2006,,
FE,FirstEnergy Corporation,,Public Utilities,Electric Utilities: Central
FIT,"Fitbit, Inc.",2015,Technology,Computer Manufacturing
OAKS,Five Oaks Investment Corp.,2013,Consumer Services,Real Estate Investment Trusts
OAKS^A,Five Oaks Investment Corp.,,,
FPH,"Five Point Holdings, LLC",2017,Finance,Real Estate
FBC,"Flagstar Bancorp, Inc.",,Finance,Savings Institutions
